item_id,model_label,n_params_b,source_benchmark,topic,has_diagram,answer_type,d_c,question_chars,answer_chars,solution_chars,tokens_in,tokens_out,latency_s,is_correct,tokens_out_log,question_chars_log,solution_chars_log
OlympiadBench_909,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,655,2,2560,272.0,610.0,13.42,0,6.415096959171596,6.486160788944089,7.848153086199526
OlympiadBench_910,Qwen14B,14.0,OlympiadBench,Physics,0,formula,3,900,21,1056,308.0,1024.0,21.97,0,6.932447891572509,6.803505257608338,6.963189985870238
OlympiadBench_911,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,855,3,938,261.0,553.0,12.06,0,6.317164686747284,6.752270376141742,6.844815479208263
OlympiadBench_912,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,1,293,6,2006,147.0,316.0,6.92,0,5.75890177387728,5.683579767338681,7.604396348796338
OlympiadBench_915,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,473,6,1164,223.0,601.0,13.0,0,6.400257445308821,6.161207321695077,7.060476365999801
OlympiadBench_917,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,659,7,1226,233.0,536.0,11.65,0,6.285998094508865,6.492239835020471,7.112327444710911
OlympiadBench_918,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,484,25,5454,216.0,1024.0,22.11,0,6.932447891572509,6.184148890937483,8.604287898267172
OlympiadBench_919,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,570,7,1106,218.0,1024.0,22.3,0,6.932447891572509,6.3473892096560105,7.009408932708637
OlympiadBench_922,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,1338,6,685,395.0,1024.0,22.31,0,6.932447891572509,7.199678345691172,6.530877627725885
OlympiadBench_923,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,1039,90,1353,302.0,1024.0,22.06,0,6.932447891572509,6.946975992135418,7.21081845347222
OlympiadBench_926,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,1,515,3,909,221.0,614.0,13.28,0,6.421622267806518,6.246106765481563,6.813444599510896
OlympiadBench_928,Qwen14B,14.0,OlympiadBench,Physics,0,formula,2,898,8,1700,294.0,968.0,21.0,0,6.876264611890766,6.80128303447162,7.438971592395862
OlympiadBench_929,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,595,22,2459,218.0,898.0,19.63,0,6.80128303447162,6.39024066706535,7.807916628926408
OlympiadBench_936,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,101,2,606,92.0,414.0,8.94,0,6.028278520230698,4.624972813284271,6.408528791059498
OlympiadBench_939,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,181,18,332,116.0,501.0,10.82,0,6.218600119691729,5.204006687076795,5.808142489980444
OlympiadBench_940,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,378,61,367,175.0,562.0,12.2,1,6.333279628139691,5.937536205082426,5.908082938168931
OlympiadBench_941,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,475,19,317,208.0,259.0,5.72,0,5.560681631015528,6.16541785423142,5.762051382780177
OlympiadBench_942,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,329,32,213,169.0,234.0,5.17,1,5.459585514144159,5.799092654460526,5.365976015021851
OlympiadBench_944,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,818,103,695,290.0,400.0,8.66,0,5.993961427306569,6.70808408385307,6.54534966033442
OlympiadBench_947,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,612,44,1410,202.0,395.0,8.66,1,5.981414211254481,6.418364935936212,7.252053951852814
OlympiadBench_949,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,67,93,136,83.0,542.0,11.78,0,6.297109319933935,4.219507705176107,4.919980925828125
OlympiadBench_954,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,47,15,793,82.0,185.0,3.97,0,5.225746673713202,3.871201010907891,6.677083461247136
OlympiadBench_955,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,81,9,1419,87.0,500.0,10.83,0,6.2166061010848646,4.406719247264253,7.258412150595307
OlympiadBench_956,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,281,76,937,151.0,414.0,8.92,0,6.028278520230698,5.641907070938114,6.843749949006225
OlympiadBench_957,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,81,79,1024,97.0,264.0,5.73,0,5.579729825986222,4.406719247264253,6.932447891572509
OlympiadBench_972,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,65,89,504,81.0,764.0,16.71,0,6.639875833826536,4.189654742026425,6.22455842927536
OlympiadBench_973,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,928,106,538,381.0,895.0,19.38,1,6.79794041297493,6.834108738813838,6.289715570908998
OlympiadBench_974,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,70,157,969,82.0,887.0,19.16,0,6.78897174299217,4.2626798770413155,6.877296071497429
OlympiadBench_982,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,541,45,452,230.0,620.0,13.24,1,6.431331081933479,6.295266001439646,6.115892125483034
OlympiadBench_984,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,77,228,942,88.0,670.0,14.66,0,6.508769136971682,4.356708826689592,6.849066282633458
OlympiadBench_985,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,53,34,112,90.0,363.0,7.78,0,5.8971538676367405,3.9889840465642745,4.727387818712341
OlympiadBench_986,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,191,109,144,133.0,420.0,9.04,0,6.042632833682381,5.2574953720277815,4.976733742420574
OlympiadBench_987,Qwen14B,14.0,OlympiadBench,Physics,0,formula,2,282,173,438,153.0,469.0,10.17,0,6.152732694704104,5.645446897643238,6.0844994130751715
OlympiadBench_988,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,191,120,434,162.0,904.0,19.66,0,6.807934943699926,5.2574953720277815,6.075346031088684
OlympiadBench_989,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,77,12,623,89.0,225.0,4.95,0,5.420534999272286,4.356708826689592,6.436150368369428
OlympiadBench_1006,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,130,20,2192,110.0,184.0,3.99,0,5.220355825078324,4.875197323201151,7.693025748417888
OlympiadBench_1012,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,99,32,734,113.0,680.0,14.72,0,6.523562306149512,4.605170185988092,6.5998704992128365
OlympiadBench_1013,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,188,6,284,161.0,561.0,12.11,0,6.331501849893691,5.241747015059643,5.652489180268651
OlympiadBench_1014,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,1,295,5,1027,184.0,813.0,17.61,0,6.70196036600254,5.69035945432406,6.93537044601511
OlympiadBench_1015,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,451,126,898,182.0,785.0,17.6,0,6.666956792429207,6.113682179832232,6.80128303447162
OlympiadBench_1016,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,109,6,62,114.0,164.0,3.64,0,5.10594547390058,4.700480365792417,4.143134726391533
OlympiadBench_1017,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,217,130,2201,130.0,547.0,11.9,0,6.306275286948016,5.384495062789089,7.697121317282625
OlympiadBench_1018,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,271,58,574,169.0,375.0,8.13,0,5.929589143389895,5.605802066295998,6.354370040797351
OlympiadBench_1050,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,161,35,376,113.0,264.0,5.81,1,5.579729825986222,5.087596335232384,5.932245187448011
OlympiadBench_1051,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,81,37,456,100.0,318.0,6.94,1,5.765191102784844,4.406719247264253,6.124683390894205
OlympiadBench_1052,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,341,38,268,140.0,539.0,11.95,0,6.29156913955832,5.834810737062605,5.594711379601839
OlympiadBench_1053,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,283,95,313,142.0,511.0,11.18,1,6.238324625039508,5.648974238161206,5.749392985908253
OlympiadBench_1054,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,227,70,219,120.0,458.0,9.86,0,6.129050210060545,5.429345628954441,5.393627546352362
OlympiadBench_1060,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,142,21,215,105.0,675.0,14.64,0,6.516193076042964,4.962844630259907,5.375278407684165
OlympiadBench_1061,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,246,120,750,148.0,875.0,18.75,0,6.775366090936392,5.5093883366279774,6.621405651764134
OlympiadBench_1062,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,250,134,204,148.0,786.0,16.76,0,6.668228248417403,5.5254529391317835,5.3230099791384085
OlympiadBench_1063,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,312,194,906,195.0,631.0,13.65,0,6.448889394146858,5.746203190540153,6.810142450115136
OlympiadBench_1064,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,83,101,153,95.0,439.0,9.5,0,6.0867747269123065,4.430816798843313,5.0369526024136295
OlympiadBench_1065,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,285,17,747,173.0,639.0,13.81,0,6.461468176353717,5.655991810819852,6.617402977974478
OlympiadBench_1066,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,231,31,735,147.0,393.0,8.58,0,5.976350909297934,5.44673737166631,6.601230118728877
OlympiadBench_1067,Qwen14B,14.0,OlympiadBench,Physics,0,numeric,0,164,5,254,123.0,506.0,11.02,0,6.2285110035911835,5.10594547390058,5.541263545158426
OlympiadBench_1068,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,194,55,498,122.0,225.0,4.89,1,5.420534999272286,5.272999558563747,6.212606095751519
OlympiadBench_1069,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,228,20,187,122.0,787.0,17.13,1,6.669498089857879,5.43372200355424,5.236441962829949
OlympiadBench_1070,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,306,20,403,161.0,491.0,10.69,0,6.198478716492308,5.726847747587197,6.0014148779611505
OlympiadBench_1071,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,119,38,286,115.0,368.0,8.04,0,5.910796644040527,4.787491742782046,5.659482215759621
OlympiadBench_1072,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,440,89,697,185.0,255.0,5.93,0,5.545177444479562,6.089044875446846,6.548219102762372
OlympiadBench_1073,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,272,74,995,160.0,830.0,18.11,0,6.7226297948554485,5.60947179518496,6.903747257584598
OlympiadBench_1097,Qwen14B,14.0,OlympiadBench,Physics,0,formula,4,595,26,2597,196.0,385.0,8.34,0,5.955837369464831,6.39024066706535,7.862497197230545
OlympiadBench_1098,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,399,7,1466,154.0,556.0,12.16,0,6.322565239927284,5.991464547107982,7.2909747781429814
OlympiadBench_1099,Qwen14B,14.0,OlympiadBench,Physics,0,formula,1,550,6,1704,180.0,700.0,15.11,0,6.55250788703459,6.311734809152915,7.4413203897176174
OlympiadBench_1101,Qwen14B,14.0,OlympiadBench,Physics,0,formula,0,77,15,291,90.0,219.0,4.68,0,5.393627546352362,4.356708826689592,5.676753802268282
PhysReason_cal_problem_00069,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,2,750,8,1416,276.0,610.0,13.13,0,6.415096959171596,6.621405651764134,7.256297239690681
PhysReason_cal_problem_00224,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,879,32,1231,294.0,779.0,16.97,0,6.659293919683638,6.779921907472252,7.116394144093465
PhysReason_cal_problem_00252,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,611,34,784,237.0,365.0,7.93,0,5.902633333401366,6.416732282512326,6.665683717782408
PhysReason_cal_problem_00272,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,1,327,7,678,151.0,817.0,17.25,0,6.706862336602747,5.793013608384144,6.520621127558696
PhysReason_cal_problem_00273,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,200,14,582,127.0,242.0,5.19,0,5.493061443340548,5.303304908059076,6.368187186350492
PhysReason_cal_problem_00340,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,409,58,1043,193.0,446.0,9.61,0,6.102558594613569,6.016157159698354,6.950814768442584
PhysReason_cal_problem_00346,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,424,74,1052,162.0,744.0,16.22,0,6.61338421837956,6.052089168924417,6.959398512133975
PhysReason_cal_problem_00365,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,186,25,415,107.0,270.0,5.88,1,5.602118820879701,5.231108616854587,6.030685260261263
PhysReason_cal_problem_00418,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,535,60,537,194.0,384.0,8.29,0,5.953243334287785,6.284134161070802,6.2878585601617845
PhysReason_cal_problem_00419,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,149,40,554,100.0,202.0,4.45,0,5.313205979041787,5.0106352940962555,6.318968113746434
PhysReason_cal_problem_00432,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,376,15,610,177.0,605.0,13.26,0,6.406879986069314,5.932245187448011,6.415096959171596
PhysReason_cal_problem_00575,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,209,11,437,129.0,663.0,14.46,0,6.498282149476434,5.3471075307174685,6.082218910376446
PhysReason_cal_problem_00577,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,270,26,975,140.0,417.0,9.03,0,6.035481432524756,5.602118820879701,6.883462586413092
PhysReason_cal_problem_00665,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,2,240,81,850,122.0,280.0,6.04,0,5.638354669333745,5.484796933490655,6.7464121285733745
PhysReason_cal_problem_00701,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,158,3,404,103.0,366.0,7.91,0,5.905361848054571,5.0689042022202315,6.003887067106539
PhysReason_cal_problem_00736,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,566,41,986,212.0,500.0,10.84,0,6.2166061010848646,6.340359303727752,6.894670039433482
PhysReason_cal_problem_00840,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,402,57,438,162.0,672.0,14.52,0,6.511745329644728,5.998936561946683,6.0844994130751715
PhysReason_cal_problem_00906,Qwen14B,14.0,PhysReason,physics_reasoning,0,numeric,0,188,4,290,130.0,493.0,10.55,0,6.202535517187923,5.241747015059643,5.673323267171493
PhysReason_cal_problem_00915,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,404,26,442,171.0,397.0,8.51,1,5.986452005284438,6.003887067106539,6.093569770045136
PhysReason_cal_problem_00945,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,1,302,11,501,147.0,418.0,9.15,1,6.037870919922137,5.713732805509369,6.218600119691729
PhysReason_cal_problem_01098,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,827,70,2507,302.0,1024.0,22.06,0,6.932447891572509,6.71901315438526,7.827240901752812
PhysReason_cal_problem_01115,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,261,64,595,138.0,292.0,6.2,1,5.680172609017068,5.568344503761097,6.39024066706535
PhysReason_cal_problem_01184,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,682,31,1548,262.0,382.0,8.35,0,5.948034989180646,6.52649485957079,7.3453648404168685
PhysReason_cal_problem_01211,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,454,33,722,189.0,317.0,6.84,0,5.762051382780177,6.12029741895095,6.583409222158765
PhysReason_cal_problem_01276,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,397,20,493,156.0,239.0,5.19,0,5.480638923341991,5.986452005284438,6.202535517187923
PhysReason_cal_problem_01375,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,234,189,1112,159.0,229.0,4.98,0,5.438079308923196,5.459585514144159,7.014814351275545
PhysReason_cal_problem_01390,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,2,312,98,866,145.0,346.0,7.48,0,5.849324779946859,5.746203190540153,6.7650389767805414
PhysReason_cal_problem_01469,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,217,125,1100,132.0,335.0,7.25,0,5.817111159963204,5.384495062789089,7.00397413672268
PhysReason_cal_problem_01515,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,643,91,820,216.0,323.0,6.99,1,5.780743515792329,6.467698726104354,6.710523109452428
PhysReason_comp_problem_4,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,0,300,18,2959,146.0,537.0,11.65,0,6.2878585601617845,5.707110264748875,7.992944547318106
PhysReason_comp_problem_95,Qwen14B,14.0,PhysReason,physics_reasoning,0,formula,3,1895,133,3308,904.0,1024.0,22.24,0,6.932447891572509,7.547501682814967,8.104401307921613
PHYBench_495,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,2266,94,4588,469.0,589.0,5.92,0,6.380122536899765,7.726212650507529,8.431417414394833
PHYBench_600,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,731,24,551,231.0,585.0,4.99,0,6.373319789577012,6.595780513961311,6.313548046277095
PHYBench_285,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,593,26,1341,172.0,1024.0,7.96,0,6.932447891572509,6.386879319362645,7.201916317531627
PHYBench_321,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1139,101,724,290.0,300.0,3.52,0,5.707110264748875,7.038783541388542,6.586171654854675
PHYBench_674,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,4,554,32,1822,172.0,1024.0,12.44,0,6.932447891572509,6.318968113746434,7.508238774678663
PHYBench_83,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1130,42,2064,287.0,526.0,5.28,0,6.267200548541362,7.030857476116121,7.632885505395133
PHYBench_54,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,549,34,473,160.0,448.0,6.25,0,6.1070228877422545,6.309918278226516,6.161207321695077
PHYBench_10,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,410,117,1085,156.0,838.0,6.46,0,6.732210706467206,6.018593214496234,6.990256500493881
PHYBench_33,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,843,104,1409,233.0,689.0,7.52,0,6.536691597591305,6.738152494595957,7.251344983372214
PHYBench_41,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,469,51,352,156.0,441.0,3.81,1,6.091309882077698,6.152732694704104,5.8664680569332965
PHYBench_453,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,2068,121,1091,474.0,620.0,5.5,0,6.431331081933479,7.634820677745543,6.9957661563048505
PHYBench_281,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,0,1063,48,1707,281.0,1024.0,9.94,1,6.932447891572509,6.96979066990159,7.443078374348516
PHYBench_95,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,953,131,3020,273.0,1024.0,8.85,0,6.932447891572509,6.860663671448287,8.013343181386672
PHYBench_101,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,5,1747,42,3871,442.0,1024.0,10.29,0,6.932447891572509,7.466227556215481,8.261526448396468
PHYBench_630,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,1166,78,1147,337.0,1024.0,10.43,0,6.932447891572509,7.062191632286556,7.045776576879511
PHYBench_134,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,304,21,1419,131.0,529.0,5.84,1,6.272877006546167,5.720311776607412,7.258412150595307
PHYBench_650,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,767,70,1892,210.0,428.0,7.39,0,6.061456918928017,6.643789733147672,7.545918151209323
PHYBench_332,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,4,955,445,2997,256.0,1024.0,12.15,0,6.932447891572509,6.862757913051401,8.005700678662542
PHYBench_250,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,1077,304,2246,306.0,1024.0,9.53,0,6.932447891572509,6.982862751468942,7.717351272185329
PHYBench_409,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,1807,72,3453,437.0,478.0,6.17,0,6.171700597410915,7.4999765409521215,8.147288258706624
PHYBench_133,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,191,21,1029,85.0,230.0,3.12,0,5.442417710521793,5.2574953720277815,6.937314081223682
PHYBench_336,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,829,101,1447,199.0,953.0,8.16,0,6.860663671448287,6.721425700790643,7.277938572945661
PHYBench_88,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,2,1639,149,2915,442.0,453.0,4.32,0,6.118097198041348,7.402451520818244,7.977968093128549
PHYBench_105,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,907,16,1294,274.0,594.0,5.75,0,6.38856140554563,6.811244378601294,7.166265974133638
PHYBench_617,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,941,51,2001,237.0,1024.0,11.87,0,6.932447891572509,6.848005274576363,7.601901959875166
PHYBench_702,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1012,51,4686,273.0,1024.0,8.22,0,6.932447891572509,6.920671504248683,8.452547997922705
PHYBench_367,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,432,92,2458,163.0,899.0,7.45,1,6.802394763324311,6.07073772800249,7.807510042216193
PHYBench_497,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1041,83,1423,266.0,1024.0,7.58,0,6.932447891572509,6.948897222313312,7.261225091971921
PHYBench_457,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,696,297,881,186.0,918.0,8.74,0,6.823286122355687,6.546785410760524,6.782192056006791
PHYBench_432,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,985,139,690,261.0,427.0,4.38,0,6.059123195581797,6.893656354602635,6.53813982376767
PHYBench_284,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1221,107,1745,315.0,378.0,3.43,1,5.937536205082426,7.108244139731541,7.465082736399547
PHYBench_39,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,626,47,495,177.0,313.0,2.68,1,5.749392985908253,6.440946540632921,6.206575926724928
PHYBench_124,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,514,52,1797,163.0,661.0,5.53,1,6.495265555937008,6.244166900663736,7.494430215031565
PHYBench_55,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,731,70,1621,192.0,703.0,5.52,0,6.556778356158042,6.595780513961311,7.3914152346753585
PHYBench_419,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,710,258,1026,222.0,394.0,4.79,0,5.978885764901122,6.566672429803241,6.934397209928558
PHYBench_458,DeepSeekV3,671.0,PHYBench,ADVANCED,0,formula,1,597,47,507,196.0,316.0,3.78,1,5.75890177387728,6.393590753950631,6.230481447578482
PHYBench_206,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,675,206,1318,220.0,540.0,4.52,1,6.293419278846481,6.516193076042964,7.1846291527173145
PHYBench_204,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,658,81,769,184.0,1024.0,8.0,1,6.932447891572509,6.490723534502507,6.646390514847729
PHYBench_478,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,795,41,670,199.0,368.0,5.14,0,5.910796644040527,6.679599185844383,6.508769136971682
PHYBench_71,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,1173,105,5316,343.0,814.0,7.58,1,6.703188113240863,7.068172000388042,8.57866451350434
PHYBench_259,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,0,743,55,3134,214.0,1024.0,7.28,0,6.932447891572509,6.612041034833092,8.050384453067021
PHYBench_766,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,367,73,3076,130.0,1024.0,8.38,0,6.932447891572509,5.908082938168931,8.031710375322042
PHYBench_716,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,1577,49,987,365.0,521.0,5.05,0,6.257667587882639,7.363913501405819,6.895682697747868
PHYBench_103,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,744,30,1250,239.0,609.0,6.65,0,6.413458957167357,6.61338421837956,7.1316985104669115
PHYBench_310,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,3,550,151,510,162.0,1024.0,7.93,0,6.932447891572509,6.311734809152915,6.236369590203704
PHYBench_110,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,597,73,1420,195.0,1024.0,10.92,0,6.932447891572509,6.393590753950631,7.259116128097101
PHYBench_256,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,3,906,34,2057,267.0,1024.0,11.77,0,6.932447891572509,6.810142450115136,7.629489916393995
PHYBench_112,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,563,71,5191,167.0,506.0,5.72,0,6.2285110035911835,6.335054251498059,8.554874258383926
PHYBench_505,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1370,108,818,344.0,842.0,8.46,1,6.736966958001855,7.223295679562314,6.70808408385307
PHYBench_331,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1229,71,1503,275.0,232.0,3.19,0,5.4510384535657,7.114769448366463,7.315883504509785
PHYBench_498,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1483,219,4675,348.0,1024.0,11.91,0,6.932447891572509,7.302496423727326,8.450198322591959
PHYBench_737,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,592,45,1500,172.0,969.0,7.96,0,6.877296071497429,6.385194398997726,7.313886831633462
PHYBench_636,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,725,74,2021,219.0,1024.0,12.17,0,6.932447891572509,6.587550014824796,7.611842399580417
PHYBench_420,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,982,40,2051,256.0,298.0,3.3,0,5.700443573390687,6.890609120147166,7.62657020629066
PHYBench_228,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,887,162,3088,235.0,1024.0,7.89,0,6.932447891572509,6.78897174299217,8.035602692918582
PHYBench_450,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,767,104,719,201.0,1024.0,9.38,0,6.932447891572509,6.643789733147672,6.579251212010101
PHYBench_708,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,0,1353,66,1571,334.0,556.0,6.7,0,6.322565239927284,7.21081845347222,7.360103972989152
PHYBench_649,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,915,96,1531,252.0,1024.0,11.9,0,6.932447891572509,6.82001636467413,7.3343293503005365
PHYBench_688,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,3,547,39,3170,168.0,854.0,7.06,0,6.75110146893676,6.306275286948016,8.061802274538348
PHYBench_118,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,256,29,791,112.0,722.0,8.22,0,6.583409222158765,5.54907608489522,6.674561391814426
PHYBench_318,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,433,60,650,141.0,459.0,4.07,1,6.131226489483141,6.073044534100405,6.478509642208569
PHYBench_62,DeepSeekV3,671.0,PHYBench,ADVANCED,0,formula,1,1959,28,1287,606.0,1024.0,8.33,0,6.932447891572509,7.580699752224563,7.160845906664299
