item_id,model_label,n_params_b,source_benchmark,topic,has_diagram,answer_type,d_c,question_chars,answer_chars,solution_chars,tokens_in,tokens_out,latency_s,is_correct,tokens_out_log,question_chars_log,solution_chars_log
OlympiadBench_840,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,526,8,3107,165.0,284.0,14.9,0,5.652489180268651,6.267200548541362,8.041734711487537
OlympiadBench_842,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,729,5,3147,246.0,1024.0,51.61,0,6.932447891572509,6.593044534142437,8.054522609537294
OlympiadBench_844,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,212,1,571,93.0,1024.0,46.16,0,6.932447891572509,5.3612921657094255,6.349138991379798
OlympiadBench_847,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,637,20,621,211.0,1024.0,51.92,0,6.932447891572509,6.45833828334479,6.432940092739179
OlympiadBench_849,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,1147,7,1261,344.0,1024.0,52.87,0,6.932447891572509,7.045776576879511,7.140453043101158
OlympiadBench_851,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,480,4,2511,175.0,960.0,51.36,1,6.8679744089702925,6.175867270105761,7.828834527588089
OlympiadBench_853,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,684,6,579,214.0,353.0,20.07,0,5.869296913133774,6.529418838262226,6.363028103540465
OlympiadBench_856,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,367,5,1875,161.0,1024.0,45.46,0,6.932447891572509,5.908082938168931,7.53689712956617
OlympiadBench_860,KimiK2,1000.0,OlympiadBench,Physics,0,formula,2,410,6,1324,154.0,1024.0,62.18,0,6.932447891572509,6.018593214496234,7.1891677384203225
OlympiadBench_861,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,418,21,1290,153.0,1024.0,65.0,0,6.932447891572509,6.037870919922137,7.1631723908466425
OlympiadBench_863,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,2,437,4,1050,158.0,1024.0,77.36,0,6.932447891572509,6.082218910376446,6.957497370876951
OlympiadBench_865,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,602,6,1736,233.0,1024.0,97.51,0,6.932447891572509,6.401917196727186,7.459914766241105
OlympiadBench_866,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,528,20,1964,206.0,1024.0,116.89,0,6.932447891572509,6.270988431858299,7.583247524303362
OlympiadBench_868,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,638,7,2516,193.0,1024.0,77.93,0,6.932447891572509,6.459904454377535,7.830822995135316
OlympiadBench_869,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,667,23,1422,231.0,1024.0,54.07,0,6.932447891572509,6.504288173536645,7.260522598089852
OlympiadBench_870,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,1423,2,2028,390.0,1024.0,50.64,0,6.932447891572509,7.261225091971921,7.615298339825815
OlympiadBench_871,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,566,21,2912,220.0,1024.0,87.39,0,6.932447891572509,6.340359303727752,7.976938756959434
OlympiadBench_872,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,671,5,1901,252.0,1024.0,55.86,0,6.932447891572509,6.51025834052315,7.550661243105336
OlympiadBench_873,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,363,1,242,142.0,518.0,43.68,1,6.251903883165888,5.8971538676367405,5.493061443340548
OlympiadBench_876,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,824,2,328,264.0,1024.0,87.65,0,6.932447891572509,6.715383386334681,5.796057750765372
OlympiadBench_877,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,676,4,595,224.0,215.0,16.09,0,5.375278407684165,6.517671272912275,6.39024066706535
OlympiadBench_878,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,319,28,1471,110.0,1024.0,81.44,0,6.932447891572509,5.768320995793772,7.294377299288821
OlympiadBench_881,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,2525,2,631,764.0,1024.0,87.98,0,6.932447891572509,7.8343923029104365,6.448889394146858
OlympiadBench_883,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,977,7,442,287.0,1024.0,88.31,0,6.932447891572509,6.885509670034818,6.093569770045136
OlympiadBench_884,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,397,21,660,150.0,1024.0,86.33,0,6.932447891572509,5.986452005284438,6.493753839851686
OlympiadBench_885,KimiK2,1000.0,OlympiadBench,Physics,0,formula,2,1097,7,924,339.0,1024.0,59.62,0,6.932447891572509,7.001245622069476,6.829793737512425
OlympiadBench_888,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,1135,6,1842,302.0,1024.0,89.83,0,6.932447891572509,7.035268599281097,7.519149957669823
OlympiadBench_890,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,358,3,2637,150.0,1024.0,84.89,0,6.932447891572509,5.883322388488279,7.87777633327726
OlympiadBench_891,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,451,39,931,173.0,1024.0,89.09,0,6.932447891572509,6.113682179832232,6.837332814685591
OlympiadBench_893,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,697,7,1170,237.0,1024.0,85.92,0,6.932447891572509,6.548219102762372,7.065613363597717
OlympiadBench_894,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,527,8,2710,187.0,1024.0,57.63,0,6.932447891572509,6.269096283706261,7.905072849498666
OlympiadBench_897,KimiK2,1000.0,OlympiadBench,Physics,0,formula,2,614,7,2413,205.0,1024.0,94.29,0,6.932447891572509,6.421622267806518,7.789040401657477
OlympiadBench_898,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,948,8,2921,307.0,595.0,45.66,0,6.39024066706535,6.855408798609928,7.980023592310645
OlympiadBench_899,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,2,1197,3,1124,436.0,1024.0,82.65,0,6.932447891572509,7.088408778675395,7.025538314638521
OlympiadBench_900,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,617,6,3696,199.0,1024.0,79.04,0,6.932447891572509,6.42648845745769,8.215276958936633
OlympiadBench_901,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,338,22,1827,142.0,1024.0,65.04,0,6.932447891572509,5.82600010738045,7.510977752014095
OlympiadBench_902,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,650,13,1560,212.0,1024.0,60.11,0,6.932447891572509,6.478509642208569,7.353081920515432
OlympiadBench_903,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,1250,1,400,323.0,710.0,42.41,1,6.566672429803241,7.1316985104669115,5.993961427306569
OlympiadBench_905,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,422,6,747,156.0,1024.0,56.7,0,6.932447891572509,6.0473721790462776,6.617402977974478
OlympiadBench_907,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,918,6,1173,285.0,1024.0,55.95,0,6.932447891572509,6.823286122355687,7.068172000388042
OlympiadBench_908,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,523,21,4324,192.0,469.0,25.96,0,6.152732694704104,6.261491684321042,8.37216741936598
OlympiadBench_909,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,655,2,2560,244.0,1024.0,53.2,0,6.932447891572509,6.486160788944089,7.848153086199526
OlympiadBench_910,KimiK2,1000.0,OlympiadBench,Physics,0,formula,3,900,21,1056,269.0,1024.0,53.95,0,6.932447891572509,6.803505257608338,6.963189985870238
OlympiadBench_911,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,855,3,938,234.0,1024.0,53.51,0,6.932447891572509,6.752270376141742,6.844815479208263
OlympiadBench_912,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,293,6,2006,124.0,1024.0,52.46,0,6.932447891572509,5.683579767338681,7.604396348796338
OlympiadBench_915,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,473,6,1164,189.0,1024.0,52.92,0,6.932447891572509,6.161207321695077,7.060476365999801
OlympiadBench_917,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,659,7,1226,205.0,1024.0,52.73,0,6.932447891572509,6.492239835020471,7.112327444710911
OlympiadBench_918,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,484,25,5454,188.0,1024.0,52.06,0,6.932447891572509,6.184148890937483,8.604287898267172
OlympiadBench_919,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,570,7,1106,196.0,1024.0,56.66,0,6.932447891572509,6.3473892096560105,7.009408932708637
OlympiadBench_922,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,1338,6,685,368.0,1024.0,54.68,0,6.932447891572509,7.199678345691172,6.530877627725885
OlympiadBench_923,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,1039,90,1353,278.0,1024.0,52.15,0,6.932447891572509,6.946975992135418,7.21081845347222
OlympiadBench_926,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,515,3,909,191.0,1024.0,51.54,0,6.932447891572509,6.246106765481563,6.813444599510896
OlympiadBench_928,KimiK2,1000.0,OlympiadBench,Physics,0,formula,2,898,8,1700,264.0,738.0,38.62,0,6.6052979209482015,6.80128303447162,7.438971592395862
OlympiadBench_929,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,595,22,2459,191.0,1024.0,55.33,0,6.932447891572509,6.39024066706535,7.807916628926408
OlympiadBench_936,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,101,2,606,71.0,498.0,25.37,0,6.212606095751519,4.624972813284271,6.408528791059498
OlympiadBench_939,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,181,18,332,95.0,820.0,42.61,0,6.710523109452428,5.204006687076795,5.808142489980444
OlympiadBench_940,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,378,61,367,142.0,645.0,33.56,0,6.470799503782602,5.937536205082426,5.908082938168931
OlympiadBench_941,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,475,19,317,181.0,428.0,22.1,1,6.061456918928017,6.16541785423142,5.762051382780177
OlympiadBench_942,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,329,32,213,146.0,217.0,12.12,1,5.384495062789089,5.799092654460526,5.365976015021851
OlympiadBench_944,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,818,103,695,260.0,1024.0,53.42,1,6.932447891572509,6.70808408385307,6.54534966033442
OlympiadBench_947,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,612,44,1410,181.0,520.0,27.83,1,6.255750041753367,6.418364935936212,7.252053951852814
OlympiadBench_949,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,67,93,136,62.0,273.0,14.73,0,5.6131281063880705,4.219507705176107,4.919980925828125
OlympiadBench_954,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,47,15,793,61.0,124.0,7.59,0,4.8283137373023015,3.871201010907891,6.677083461247136
OlympiadBench_955,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,81,9,1419,66.0,994.0,51.79,0,6.902742737158593,4.406719247264253,7.258412150595307
OlympiadBench_956,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,281,76,937,122.0,1024.0,52.0,0,6.932447891572509,5.641907070938114,6.843749949006225
OlympiadBench_957,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,81,79,1024,75.0,1024.0,52.24,0,6.932447891572509,4.406719247264253,6.932447891572509
OlympiadBench_972,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,65,89,504,60.0,1024.0,51.67,0,6.932447891572509,4.189654742026425,6.22455842927536
OlympiadBench_973,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,928,106,538,338.0,1024.0,51.85,0,6.932447891572509,6.834108738813838,6.289715570908998
OlympiadBench_974,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,70,157,969,61.0,598.0,31.02,0,6.395261598115449,4.2626798770413155,6.877296071497429
OlympiadBench_982,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,541,45,452,204.0,427.0,21.91,1,6.059123195581797,6.295266001439646,6.115892125483034
OlympiadBench_984,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,77,228,942,67.0,856.0,44.02,0,6.75343791859778,4.356708826689592,6.849066282633458
OlympiadBench_985,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,53,34,112,68.0,209.0,11.57,0,5.3471075307174685,3.9889840465642745,4.727387818712341
OlympiadBench_986,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,191,109,144,112.0,571.0,24.37,0,6.349138991379798,5.2574953720277815,4.976733742420574
OlympiadBench_987,KimiK2,1000.0,OlympiadBench,Physics,0,formula,2,282,173,438,125.0,1024.0,51.86,1,6.932447891572509,5.645446897643238,6.0844994130751715
OlympiadBench_988,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,191,120,434,132.0,880.0,45.31,0,6.78105762593618,5.2574953720277815,6.075346031088684
OlympiadBench_989,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,77,12,623,68.0,98.0,6.25,0,4.59511985013459,4.356708826689592,6.436150368369428
OlympiadBench_1006,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,130,20,2192,85.0,866.0,45.45,0,6.7650389767805414,4.875197323201151,7.693025748417888
OlympiadBench_1012,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,99,32,734,89.0,1024.0,53.86,0,6.932447891572509,4.605170185988092,6.5998704992128365
OlympiadBench_1013,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,188,6,284,131.0,708.0,38.03,0,6.5638555265321274,5.241747015059643,5.652489180268651
OlympiadBench_1014,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,295,5,1027,153.0,1024.0,55.09,0,6.932447891572509,5.69035945432406,6.93537044601511
OlympiadBench_1015,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,451,126,898,162.0,1024.0,53.35,0,6.932447891572509,6.113682179832232,6.80128303447162
OlympiadBench_1016,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,109,6,62,91.0,392.0,21.23,0,5.973809611869261,4.700480365792417,4.143134726391533
OlympiadBench_1017,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,217,130,2201,107.0,1024.0,54.85,0,6.932447891572509,5.384495062789089,7.697121317282625
OlympiadBench_1018,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,271,58,574,142.0,1024.0,55.01,0,6.932447891572509,5.605802066295998,6.354370040797351
OlympiadBench_1050,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,161,35,376,90.0,239.0,13.51,1,5.480638923341991,5.087596335232384,5.932245187448011
OlympiadBench_1051,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,81,37,456,78.0,343.0,18.7,1,5.840641657373398,4.406719247264253,6.124683390894205
OlympiadBench_1052,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,341,38,268,119.0,485.0,21.6,0,6.186208623900494,5.834810737062605,5.594711379601839
OlympiadBench_1053,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,283,95,313,117.0,486.0,22.65,0,6.18826412308259,5.648974238161206,5.749392985908253
OlympiadBench_1054,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,227,70,219,99.0,748.0,41.15,0,6.618738983517219,5.429345628954441,5.393627546352362
OlympiadBench_1060,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,142,21,215,83.0,473.0,23.92,1,6.161207321695077,4.962844630259907,5.375278407684165
OlympiadBench_1061,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,246,120,750,116.0,1024.0,51.83,0,6.932447891572509,5.5093883366279774,6.621405651764134
OlympiadBench_1062,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,250,134,204,119.0,1024.0,52.01,0,6.932447891572509,5.5254529391317835,5.3230099791384085
OlympiadBench_1063,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,312,194,906,155.0,1024.0,53.41,0,6.932447891572509,5.746203190540153,6.810142450115136
OlympiadBench_1064,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,83,101,153,72.0,522.0,26.74,0,6.259581464064923,4.430816798843313,5.0369526024136295
OlympiadBench_1065,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,285,17,747,142.0,1024.0,47.15,0,6.932447891572509,5.655991810819852,6.617402977974478
OlympiadBench_1066,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,231,31,735,121.0,408.0,21.96,0,6.013715156042802,5.44673737166631,6.601230118728877
OlympiadBench_1067,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,164,5,254,98.0,198.0,11.34,0,5.293304824724492,5.10594547390058,5.541263545158426
OlympiadBench_1068,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,194,55,498,96.0,244.0,13.59,1,5.501258210544727,5.272999558563747,6.212606095751519
OlympiadBench_1069,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,228,20,187,99.0,352.0,19.09,0,5.8664680569332965,5.43372200355424,5.236441962829949
OlympiadBench_1070,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,306,20,403,137.0,527.0,24.21,0,6.269096283706261,5.726847747587197,6.0014148779611505
OlympiadBench_1071,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,119,38,286,88.0,550.0,29.72,0,6.311734809152915,4.787491742782046,5.659482215759621
OlympiadBench_1072,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,440,89,697,162.0,1017.0,53.86,1,6.925595197110468,6.089044875446846,6.548219102762372
OlympiadBench_1073,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,272,74,995,135.0,1024.0,53.58,0,6.932447891572509,5.60947179518496,6.903747257584598
OlympiadBench_1097,KimiK2,1000.0,OlympiadBench,Physics,0,formula,4,595,26,2597,174.0,1024.0,54.12,0,6.932447891572509,6.39024066706535,7.862497197230545
OlympiadBench_1098,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,399,7,1466,132.0,769.0,39.58,0,6.646390514847729,5.991464547107982,7.2909747781429814
OlympiadBench_1099,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,550,6,1704,158.0,1024.0,52.65,0,6.932447891572509,6.311734809152915,7.4413203897176174
OlympiadBench_1101,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,77,15,291,68.0,345.0,18.78,0,5.846438775057725,4.356708826689592,5.676753802268282
PhysReason_cal_problem_00069,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,2,750,8,1416,245.0,1024.0,48.03,0,6.932447891572509,6.621405651764134,7.256297239690681
PhysReason_cal_problem_00224,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,1,879,32,1231,261.0,1024.0,57.32,0,6.932447891572509,6.779921907472252,7.116394144093465
PhysReason_cal_problem_00252,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,611,34,784,212.0,299.0,19.23,0,5.703782474656201,6.416732282512326,6.665683717782408
PhysReason_cal_problem_00272,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,1,327,7,678,122.0,641.0,68.97,0,6.464588303689961,5.793013608384144,6.520621127558696
PhysReason_cal_problem_00273,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,200,14,582,100.0,174.0,12.46,0,5.1647859739235145,5.303304908059076,6.368187186350492
PhysReason_cal_problem_00340,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,1,409,58,1043,164.0,438.0,57.08,1,6.0844994130751715,6.016157159698354,6.950814768442584
PhysReason_cal_problem_00346,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,1,424,74,1052,139.0,356.0,40.92,1,5.877735781779639,6.052089168924417,6.959398512133975
PhysReason_cal_problem_00365,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,186,25,415,86.0,117.0,8.98,1,4.770684624465665,5.231108616854587,6.030685260261263
PhysReason_cal_problem_00418,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,535,60,537,167.0,266.0,15.75,0,5.58724865840025,6.284134161070802,6.2878585601617845
PhysReason_cal_problem_00419,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,149,40,554,77.0,97.0,6.57,1,4.584967478670572,5.0106352940962555,6.318968113746434
PhysReason_cal_problem_00432,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,376,15,610,151.0,404.0,23.67,1,6.003887067106539,5.932245187448011,6.415096959171596
PhysReason_cal_problem_00575,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,209,11,437,102.0,299.0,14.25,1,5.703782474656201,5.3471075307174685,6.082218910376446
PhysReason_cal_problem_00577,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,1,270,26,975,114.0,490.0,23.53,0,6.19644412779452,5.602118820879701,6.883462586413092
PhysReason_cal_problem_00665,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,2,240,81,850,101.0,87.0,6.7,0,4.477336814478207,5.484796933490655,6.7464121285733745
PhysReason_cal_problem_00701,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,158,3,404,81.0,331.0,16.14,0,5.805134968916488,5.0689042022202315,6.003887067106539
PhysReason_cal_problem_00736,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,566,41,986,183.0,287.0,20.11,0,5.662960480135946,6.340359303727752,6.894670039433482
PhysReason_cal_problem_00840,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,402,57,438,139.0,174.0,12.65,1,5.1647859739235145,5.998936561946683,6.0844994130751715
PhysReason_cal_problem_00906,KimiK2,1000.0,PhysReason,physics_reasoning,0,numeric,0,188,4,290,101.0,244.0,17.18,1,5.501258210544727,5.241747015059643,5.673323267171493
PhysReason_cal_problem_00915,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,404,26,442,145.0,269.0,17.77,1,5.598421958998375,6.003887067106539,6.093569770045136
PhysReason_cal_problem_00945,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,1,302,11,501,117.0,1024.0,49.25,0,6.932447891572509,5.713732805509369,6.218600119691729
PhysReason_cal_problem_01098,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,827,70,2507,269.0,1024.0,76.68,0,6.932447891572509,6.71901315438526,7.827240901752812
PhysReason_cal_problem_01115,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,261,64,595,113.0,153.0,13.29,1,5.0369526024136295,5.568344503761097,6.39024066706535
PhysReason_cal_problem_01184,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,682,31,1548,225.0,1024.0,82.62,0,6.932447891572509,6.52649485957079,7.3453648404168685
PhysReason_cal_problem_01211,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,454,33,722,158.0,235.0,17.66,0,5.4638318050256105,6.12029741895095,6.583409222158765
PhysReason_cal_problem_01276,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,397,20,493,131.0,153.0,12.31,0,5.0369526024136295,5.986452005284438,6.202535517187923
PhysReason_cal_problem_01375,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,234,189,1112,129.0,94.0,6.15,1,4.553876891600541,5.459585514144159,7.014814351275545
PhysReason_cal_problem_01390,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,2,312,98,866,120.0,244.0,14.59,0,5.501258210544727,5.746203190540153,6.7650389767805414
PhysReason_cal_problem_01469,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,217,125,1100,107.0,276.0,23.48,0,5.6240175061873385,5.384495062789089,7.00397413672268
PhysReason_cal_problem_01515,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,643,91,820,188.0,299.0,23.78,1,5.703782474656201,6.467698726104354,6.710523109452428
PhysReason_comp_problem_4,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,0,300,18,2959,122.0,1024.0,73.08,0,6.932447891572509,5.707110264748875,7.992944547318106
PhysReason_comp_problem_95,KimiK2,1000.0,PhysReason,physics_reasoning,0,formula,3,1895,133,3308,788.0,1024.0,74.98,0,6.932447891572509,7.547501682814967,8.104401307921613
PHYBench_495,Qwen7B-Ollama,7.0,PHYBench,OPTICS,0,formula,0,2266,94,4588,529.0,679.0,35.03,0,6.522092798170152,7.726212650507529,8.431417414394833
PHYBench_600,Qwen7B-Ollama,7.0,PHYBench,OPTICS,0,formula,0,731,24,551,258.0,821.0,17.1,0,6.71174039505618,6.595780513961311,6.313548046277095
PHYBench_285,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,0,593,26,1341,198.0,332.0,8.7,0,5.808142489980444,6.386879319362645,7.201916317531627
PHYBench_321,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,1,1139,101,724,335.0,881.0,18.23,0,6.782192056006791,7.038783541388542,6.586171654854675
PHYBench_674,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,4,554,32,1822,198.0,626.0,14.27,0,6.440946540632921,6.318968113746434,7.508238774678663
PHYBench_83,Qwen7B-Ollama,7.0,PHYBench,ELECTRICITY,0,formula,0,1130,42,2064,329.0,283.0,8.29,0,5.648974238161206,7.030857476116121,7.632885505395133
PHYBench_54,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,1,549,34,473,186.0,492.0,11.7,0,6.20050917404269,6.309918278226516,6.161207321695077
PHYBench_10,Qwen7B-Ollama,7.0,PHYBench,ELECTRICITY,0,formula,1,410,117,1085,185.0,666.0,13.9,0,6.502790045915623,6.018593214496234,6.990256500493881
PHYBench_33,Qwen7B-Ollama,7.0,PHYBench,THERMODYNAMICS,0,formula,1,843,104,1409,262.0,500.0,11.61,0,6.2166061010848646,6.738152494595957,7.251344983372214
PHYBench_41,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,1,469,51,352,183.0,981.0,20.24,1,6.889591308354466,6.152732694704104,5.8664680569332965
PHYBench_453,Qwen7B-Ollama,7.0,PHYBench,ELECTRICITY,0,formula,1,2068,121,1091,533.0,1024.0,22.9,0,6.932447891572509,7.634820677745543,6.9957661563048505
PHYBench_281,Qwen7B-Ollama,7.0,PHYBench,THERMODYNAMICS,0,formula,0,1063,48,1707,315.0,543.0,12.51,0,6.298949246855942,6.96979066990159,7.443078374348516
PHYBench_95,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,1,953,131,3020,307.0,1001.0,20.87,0,6.90975328164481,6.860663671448287,8.013343181386672
PHYBench_101,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,5,1747,42,3871,472.0,865.0,17.05,0,6.763884908562435,7.466227556215481,8.261526448396468
PHYBench_630,Qwen7B-Ollama,7.0,PHYBench,THERMODYNAMICS,0,formula,1,1166,78,1147,370.0,765.0,15.69,0,6.641182169740591,7.062191632286556,7.045776576879511
PHYBench_134,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,0,304,21,1419,158.0,470.0,10.52,0,6.154858094016418,5.720311776607412,7.258412150595307
PHYBench_650,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,2,767,70,1892,243.0,536.0,11.75,0,6.285998094508865,6.643789733147672,7.545918151209323
PHYBench_332,Qwen7B-Ollama,7.0,PHYBench,MECHANICS,0,formula,4,955,445,2997,287.0,999.0,19.45,0,6.907755278982137,6.862757913051401,8.005700678662542
PHYBench_250,Qwen7B-Ollama,7.0,PHYBench,ELECTRICITY,0,formula,1,1077,304,2246,343.0,455.0,10.91,0,6.1224928095143865,6.982862751468942,7.717351272185329
PHYBench_409,Qwen7B-Ollama,7.0,PHYBench,ELECTRICITY,0,formula,1,1807,72,3453,485.0,342.0,8.99,0,5.8377304471659395,7.4999765409521215,8.147288258706624
